Course Catalogue Number,Department Name,Course Name,Course Description,Graduate/Undergraduate,Format,Lab,Academic Catalogue Year,Food Systems,Food Justice/Equity,Critical Pedagogy,Keyword
MART 212,MART - Marine Transportation (MART),Marine Dry Cargo Operations,"
   Modern dry cargo principles associated with handling general cargo, bulk cargo, refrigerated cargo, dangerous cargo, containers, roll-on roll-off; cargo ventilation, securing of cargo, stability and trim, cargo gear stresses and heavy lift operations; documentation required for cargo operations, along with practical cargo stowage problems. Prerequisites: Grade of C or better in MART 200 or NAUT 200; grade of C or better in MART 103, MART 115 or MART 203, MART 201 and MART 204, or concurrent enrollment or approval of department head.
",UG,Lecture,False,2019-2020,,,,[' refrigerat']
MART 310,MART - Marine Transportation (MART),Integrated Navigation II: Electronic Navigation,"
   Theory, operation and application of marine electronic navigation systems and aids; includes marine gyrocompass, vessel steering systems, hydrosonic systems, satellite navigation systems, AIS and VDR; intermediate level watchkeeping, including applied use of radar, ARPA and ECDIS. Prerequisites: Grade of C or better in MART 200 or NAUT 200; grade of C or better in MART 204, MART 210 or MART 306, MART 303 and MART 321, or concurrent enrollment or approval of MART department head.
",UG,Lecture,True,2019-2020,,,,[' steer']
MART 315,MART - Marine Transportation (MART),Seamanship III,"
   Principles and methods of propulsion and steering of ships including hull, propeller and rudder design; ship handling at sea, in narrow channels, docking, undocking, mooring; study of the principles of hydrodynamics that govern ship movement. Prerequisites: MART 300 or MART 350 or NAUT 300, or concurrent enrollment or approval of instructor.
",UG,Lecture,True,2019-2020,,,,[' steer']
MART 321,MART - Marine Transportation (MART),"Navigation Rules, International and Inland","
   Purpose, application and knowledge of the International Regulations for Preventing Collision at Sea (COLREGS) and the Inland Navigation Rules and Regulations (Inland Rules). Prerequisites: Grade of C or better in MART 200 or NAUT 200; grade of C or better in MART 103, MART 115 or MART 203, MART 201 and MART 204, or concurrent enrollment or approval of department head.
",UG,Lecture,False,2019-2020,,,,['land']
MAST 345,MAST - Maritime Studies (MAST),Texas Maritime Culture and History,"
   The coastal peoples, maritime history and culture of the Texas Gulf Coast ranging from pre-historic times to the present day; geography's influence on exploration, resources utilization, development and inland access; Texas ports historic and modern; shipwreck sites and historical texts; La Salle's La Belle, Texas Navy, Mexican War logistics; Civil War Naval actions, Texas Fisheries, tourism and recreation. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2019-2020,,,,"[' fish', 'land']"
MAST 354,MAST - Maritime Studies (MAST),Ancient Egyptian Seafaring,"
   Archaeology, iconography and written records of ancient Egypt as they relate to local and international trade by land, river and sea, beginning in Neolithic times (c. 5000 B.C.) to the end of the New Kingdom (c. 1069 B.C.). Prerequisites: ANTH 316; junior or senior classification or approval of instructor.
",UG,Lecture,False,2019-2020,,,,['land']
MAST 365,MAST - Maritime Studies (MAST),Material Culture,"
   Examination of material evidence of human life, from cradles to graves, churches to forts, teapots to landscapes; material culture artifacts, the processes and technologies used to create them and their use in every day life; application to archaeology, museum studies and basic engineering. Prerequisites: Junior or senior classification or approval of instructor.
",UG,Lecture,False,2019-2020,,,,['land']
MAST 411,MAST - Maritime Studies (MAST),International Maritime Culture,"
   Strategies used in the exploitation of marine, coastal, and island habitats throughout human evolutionary history and the variety and complexity of adaptations in such environments; lectures and group discussions with occasional slide or movie presentations. Prerequisites: Junior or senior classification.
",UG,Lecture,False,2019-2020,,,,['land']
MEEN 315,MEEN - Mechanical Engineering (MEEN),Principles of Thermodynamics,"
   Theory and application of energy methods in engineering; conservation of mass and energy; energy transfer by heat, work and mass; thermodynamic properties; analysis of open and closed systems; the second law of thermodynamics and entropy; gas, vapor and refrigeration cycles. Prerequisites: Grade of a C or better in MEEN 221, MEEN 225, or CVEN 221; grade of a C or better in MATH 251 or MATH 253.
",UG,Lecture,False,2019-2020,,,,[' refrigerat']
MEEN 364,MEEN - Mechanical Engineering (MEEN),Dynamic Systems and Controls,"
   Mathematical modeling, analysis, measurement and control of dynamic systems; extensions of modeling techniques of MEEN 363 to other types of dynamic systems; introduction to feedback control, time and frequency domain analysis of control systems, stability, PID control, root locus; design and implementation of computer-based controllers in the lab. Prerequisites: Grade of C or better in MEEN 260 and MEEN 363.
",UG,Lecture,True,2019-2020,,,,[' root ']
MEEN 432,MEEN - Mechanical Engineering (MEEN),Automotive Engineering,"
   Introduction to vehicle dynamics; application of engineering mechanics principles to analysis of acceleration and braking, cornering and handling; analysis and design of drive train, suspension, brakes, and tires to achieve desired performance. Prerequisite: MEEN 363.
",UG,Lecture,False,2019-2020,,,,['corn']
MEEN 455,MEEN - Mechanical Engineering (MEEN),Engineering with Plastics,"
   Polymer structure, processing, property characterization at the molecular, microscopic and macroscopic dimensional levels for thermosets, thermoplastics, elastomers, fibers and advanced fibrous nonparticle filled composites and smart multi-performance structures. Prerequisite: MEEN 222/MSEN 222; junior or senior classification.
",UG,Lecture,False,2019-2020,,,,[' fiber']
MEEN 471,MEEN - Mechanical Engineering (MEEN),Elements of Composite Materials,"
   Fundamentals concerned with relating structure of multiphase materials to physical properties; plastic, metallic and ceramic matrices reinforced with continuous and discontinuous fibers, whiskers and particulates. Prerequisites: Grade of C or better in MEEN 360, MEEN 361, and MEEN 368.
",UG,Lecture,False,2019-2020,,,,[' fiber']
MEPS 313,MEPS-Molecular & Env Plant Sci (MEPS),Introduction to Plant Physiology,"
   General course dealing with principal life processes of higher plants; influence of environmental factors on these processes. Agricultural and ecological significance of life processes of plants. Prerequisites: BIOL 111; CHEM 222 or CHEM 227.
",UG,Lecture,False,2019-2020,,,,['agri']
MEPS 316,MEPS-Molecular & Env Plant Sci (MEPS),Introduction to Theory and Practice of Plant Physiology,"
   Theory of plant physiology related to purposeful practices for improving plant adaptation, productivity and quality and for protecting and remediating environments in agriculture; laboratory experiments of physiology of plant structure, components and culture; water relations and stress; nitrogen and mineral nutrition; gas exchange; hormonal regulation. Prerequisites: BIOL 101; CHEM 101; junior or senior classification.
",UG,Lecture,True,2019-2020,,,,"['agri', ' nitrogen', ' nutri', ' productivity ']"
MEPS 411,MEPS-Molecular & Env Plant Sci (MEPS),Biotechnology for Crop Improvement,"
   Use of biotechnology to improve agricultural, horticultural and forest crops; techniques and methods used and case studies where biotechnology has been used to alter traits such as pathogen resistance, protein or oil consumption, ripening, fertility and wood properties. Prerequisite: BIOL 111 or equivalent. Cross Listing: GENE 411 and SCSC 411.
",UG,Lecture,False,2019-2020,,,,"['agri', 'crop', ' horticult', ' pathogen ', ' protein']"
MGMT 209,MGMT - Management (MGMT),"Business, Government and Society","
   Impact of the external environment-legal, political, economic and international-on business behavior; market and non-market solutions to contemporary public policies confronting business persons examined including antitrust law, employment and discrimination law, product safety regulation, consumer protection and ethics. May not be used to satisfy degree requirements for majors in business. Prerequisites: Sophomore classification; for students other than business and agribusiness majors.
",UG,Lecture,False,2019-2020,,,,['agri']
MGMT 309,MGMT - Management (MGMT),Survey of Management,"
   Survey for non-business majors of the basic functions and responsibilities of managers; includes the environmental context of management, planning and decision making, organization structure and design, leading and managing people, and the controlling process; issues of globalization, ethics, quality and diversity integrated throughout the course. May not be used to satisfy degree requirements for majors in business. Prerequisites: Junior classification; for students other than business and agribusiness majors.
",UG,Lecture,False,2019-2020,,,,['agri']
MGMT 470,MGMT - Management (MGMT),Entrepreneurial Small Business,"
   Exploration of practical approaches to growing a small business, evaluating and projecting financial performance, raising capital, legal formations and issues, human resource management, business plan development, franchising and family business; networking opportunities with local business leaders, successful former student entrepreneurs and current student entrepreneurs operating at the student incubator. Prerequisites: Admission to upper division in Mays Business School and senior classification.
",UG,Lecture,False,2019-2020,,,,"[' incubat', ' raisin']"
MGMT 477,MGMT - Management (MGMT),Entrepreneurship: The Lean Startup Approach,"
   Application of current lean startup methodologies working directly with existing student entrepreneurs and mentors in preparing for the launch of a real business at the student incubator (Startup Aggieland); act as advocates and consultants assisting with organizational structure, marketing and market validation, financial analysis and risk assessment. Prerequisites: Junior or senior classification and approval of instructor.
",UG,Lecture,False,2019-2020,,,,"[' incubat', 'land']"
MGMT 481,MGMT - Management (MGMT),Seminar in Management,"
   Discussions and observation of current management practice in the public and private sectors of the nation; reading and discussion of current events and changes taking place in management theory and/or its application and practice in actual business and government situations. May be repeated for credit. Prerequisites: Admission to upper division in Mays Business School or admission to Maritime Administration, or approval of instructor; also taught at Galveston campus.
",UG,Other,False,2019-2020,,,,['management practice']
MKTG 409,MKTG - Marketing (MKTG),Principles of Marketing,"
   Survey of the basic concepts and decisions associated with product, promotion, distribution, and pricing; focuses on developing marketing strategies that contribute to building long-term customer relationships and achieving the organization's objectives. May not be used to satisfy degree requirements for a major in business. Prerequisites: Junior classification; for students other than business and agribusiness majors.
",UG,Lecture,False,2019-2020,,,,['agri']
MLSC 421,MLSC - Military Science (MLSC),The Army Officer and the Profession of Arms I,"
   Advanced study, research and practical application of Army training, operations and doctrine; the military as a profession, functioning as a member of a staff, and officership; law of land warfare, principles of war, and rules of engagement and their application; duties and responsibilities of a Second Lieutenant in the United States Army; includes a leadership laboratory.
",UG,Lecture,True,2019-2020,,,,['land']
MMET 370,MMET - Mfg & Mech Engr Tech (MMET),Thermodynamics for Technologists,"
   Thermal and mechanical energy transformations; relationships applied to flow and non-flow processes in power and refrigeration cycles; devices include compressors, turbines, heat exchangers, nozzles, diffusers, pumps and piston-cylinder models; computer modeling. Prerequisites: Grade of C or better in PHYS 206, and ENGR 216/PHYS 216 or PHYS 216/ENGR 216; junior or senior classification in manufacturing and mechanical engineering technology.
",UG,Lecture,True,2019-2020,,,,[' refrigerat']
MSEN 305,MSEN -Materials Science & Engr (MSEN),Kinetics of Materials,"
   Application of physical principles that drive evolution of materials as they approach thermodynamic equilibrium states; includes Gibbs free energy, driving forces, point defects, diffusion in solids, interface and grain boundary motion, nucleation, growth, transformation diagrams, precipitation, phase separation, ordering and solidification. Prerequisite: Grade of C or better in MSEN 210.
",UG,Lecture,False,2019-2020,,,,[' grain']
MSEN 420,MSEN -Materials Science & Engr (MSEN),Polymer Science,"
   Types of polymerization; molecular characteristics of polymer chains; single chain statistics and rubber elasticity; phase transitions, glass transition, viscoelasticity and time-temperature superposition; polymer structure at the molecular, microscopic and macroscopic level; polymer thermosets, thermoplastics, elastomers, fibers, and advanced nanoparticle-filled composites. Prerequisite: Grade of C or better in PHYS 206 and CHEM 120; junior or senior classification; or approval of instructor.
",UG,Lecture,False,2019-2020,,,,"[' fiber', ' rubber']"
NFSC 201,NFSC - Nutrition and Food Science (NFSC),Food Science,"
(AGRI 1329) Food Science.   The fundamental biological, chemical and physical scientific principles associated with the study of foods; topics include food composition and nutrition, food additives and regulations, food safety and toxicology, food processing, food engineering, food biotechnology, product development and sensory evaluation.
",UG,Lecture,False,2019-2020,,,,"[' additives ', 'agri', 'food', ' nutri']"
NFSC 202,NFSC - Nutrition and Food Science (NFSC),Fundamentals of Human Nutrition,"
(BIOL 1322, HECO 1322) Fundamentals of Human Nutrition.   Principles of nutrition with application to the physiologic needs of individuals; food sources and selection of an adequate diet; formulation of Recommended Dietary Allowances; nutritional surveillance; for non-nutrition majors only.
",UG,Lecture,False,2019-2020,,,,"[' diet', 'food', ' nutri']"
NFSC 203,NFSC - Nutrition and Food Science (NFSC),Scientific Principles of Human Nutrition,"
   Chemistry and physiology of proteins, carbohydrates, lipids, vitamins and minerals; their ingestion, digestion, absorption, transport and metabolism. Prerequisite: CHEM 101 and CHEM 111. Majors only.
",UG,Lecture,False,2019-2020,,,,"[' carbohydrate', 'digestion', ' lipid', ' metaboli', ' nutri', ' protein', ' vitamin']"
NFSC 204,NFSC - Nutrition and Food Science (NFSC),Perspectives in Nutrition and Food Science,"
   Current trends in the fields of nutrition and food science; critical review relevant literature in these fields ranging from popular press to peer-reviewed research; study of original research and market trends in understanding food, food processing, nutrients, health and diseases. Prerequisites: NUTR and FSTC majors.
",UG,Lecture,False,2019-2020,,,,"['food', ' nutri']"
NFSC 210,NFSC - Nutrition and Food Science (NFSC),Horizons in Nutrition and Food Science,"
   Introduction to nutrition and food science career opportunities through presentations by nutrition and food science researchers and industry professionals; addresses issues of professionalism including portfolio development, teamwork, and critical thinking skills.
",UG,Lecture,False,2019-2020,,,,"['food', ' nutri']"
NFSC 211,NFSC - Nutrition and Food Science (NFSC),Scientific Principles of Foods,"
   Basic principles underlying selection, preparation and preservation of food in relation to quality standards, acceptability and aesthetics. Introduction to composition, nutritive value, chemical and physical properties of foods; introduction to experimental study of foods. Prerequisites: CHEM 101, CHEM 111; NFSC 202 or NFSC 203; sophomore classification or above.
",UG,Lecture,True,2019-2020,,,,"['food', ' nutri']"
NFSC 222,NFSC - Nutrition and Food Science (NFSC),Nutrition for Health and Health Care,"
   Analysis of nutrition with emphasis on providing a basic understanding of nutrition and its role in disease prevention and treatment.
",UG,Lecture,False,2019-2020,,,,[' nutri']
NFSC 285,NFSC - Nutrition and Food Science (NFSC),Directed Studies,"
  Directed study of selected problems in the area of nutrition and food science. Prerequisites: Approval of instructor; 2.0 GPR in major and overall.
",UG,Other,False,2019-2020,,,,"['food', ' nutri']"
NFSC 289,NFSC - Nutrition and Food Science (NFSC),Special Topics in...,"
  Selected topics in an identified area of nutrition and food science. May be repeated for credit. Prerequisite: Approval of instructor.
",UG,Other,False,2019-2020,,,,"['food', ' nutri']"
NFSC 291,NFSC - Nutrition and Food Science (NFSC),Research,"
   Research conducted under the direction of faculty member in nutrition and food science. May be repeated 2 times for credit. Prerequisites: Freshman or sophomore classification and approval of department head.
",UG,Other,False,2019-2020,,,,"['food', ' nutri']"
NFSC 300,NFSC - Nutrition and Food Science (NFSC),Religious and Ethnic Foods,"
   Understanding religious and ethnic foods with application to product development, production, and nutritional practices; emphasis on different food rules and priorities with attention given to different religious and ethnic groups within the US and around the world. Prerequisites: Junior or senior classification or approval of instructor; basic knowledge of food science and nutrition helpful.
",UG,Lecture,False,2019-2020,,,,"['food', ' nutri']"
NFSC 301,NFSC - Nutrition and Food Science (NFSC),Nutrition Through Life,"
   Analysis of nutrition with emphasis on human biological needs through stages of the life cycle; biochemical, physiological and anthropometric aspects of nutrition. Prerequisites: NFSC 203; junior classification or approval of department head.
",UG,Lecture,False,2019-2020,,,,[' nutri']
/ANSC 303,NFSC - Nutrition and Food Science (NFSC),Principles of Animal Nutrition,"
   Scientific approach to nutritional roles of water, carbohydrates, proteins, lipids, minerals, vitamins, and other dietary components; emphasis on the comparative aspects of gastrointestinal tracts and on digestion, absorption, and metabolism of nutrients. Prerequisites: CHEM 101 and a grade of C or better in ANSC 113, or CHEM 222 or CHEM 227; junior classification or approval of instructor. Cross Listing: ANSC 303/NFSC 303.
",UG,Lecture,False,2019-2020,,,,"[' animal', ' carbohydrate', ' diet', 'digestion', 'gastro', ' lipid', ' metaboli', ' nutri', ' protein', ' vitamin']"
NFSC 304,NFSC - Nutrition and Food Science (NFSC),Food Service Systems Management,"
   Principles of food service management used in selecting, storing, preparing and serving food in quantity; emphasis on menu planning, quality control, purchasing, equipment and layout/design; application of basic food service systems management principles, including financial planning and personnel issues. Prerequisites: NFSC 203 and NFSC 211, junior or senior classification.
",UG,Lecture,True,2019-2020,,,,"['food', ' menu']"
NFSC 305,NFSC - Nutrition and Food Science (NFSC),Fundamental Baking,"
   Fundamentals of baking; chemical and physical properties of ingredients, methods of baking all products, fundamental reactions of dough, fermentation and oven baking. Prerequisite: CHEM 222 or CHEM 227 or approval of department head.
",UG,Lecture,True,2019-2020,,,,"[' baking ', ' ferment']"
/ANSC 307,NFSC - Nutrition and Food Science (NFSC),Meats,"
   Integrated studies of the meat animal processing sequence regarding the production of meat-type animals and the science and technology of their conversion to human food. Prerequisites: Grade of C or better in ANSC 111 and ANSC 113; junior classification or approval of instructor. Cross Listing: ANSC 307/NFSC 307.
",UG,Lecture,True,2019-2020,,,,"[' animal', 'food', ' meat']"
/HORT 311,NFSC - Nutrition and Food Science (NFSC),Principles of Food Processing,"
   Principles and practices of canning, freezing, dehydration, pickling and specialty food manufacture; fundamental concepts of various techniques of preparation, processing, packaging and use of additives; processing plants visited. Prerequisite: NFSC 201; junior or senior classification or approval of department head or instructor. Cross Listing: HORT 311/NFSC 311.
",UG,Lecture,True,2019-2020,,,,"['food', 'freez']"
/DASC 312,NFSC - Nutrition and Food Science (NFSC),Food Chemistry,"
   The fundamental and relevant chemistry and functionality of the major food constituents (water, carbohydrates, lipids, proteins, phytochemical nutraceuticals) and study of food emulsion systems, acids, enzymes, gels, colors, flavors and toxins. Prerequisite: NFSC 201; CHEM 227; CHEM 237 or approval of department head or instructor. Cross Listing: DASC 312/NFSC 312.
",UG,Lecture,False,2019-2020,,,,"[' carbohydrate', ' flavor', 'food', ' lipid', ' nutra', ' phytochemical', ' protein']"
/DASC 313,NFSC - Nutrition and Food Science (NFSC),Food Chemistry Laboratory,"
   Laboratory exercises investigating specific molecules, such as food acids, enzymes, pigments and flavors, and chemical interactions in foods, such as oxidation reactions, emulsion systems, and functional properties from a fundamental chemistry rather than an analytical perspective. Prerequisite: NFSC 201; CHEM 227; CHEM 237 or approval of department head or instructor. Cross Listing: DASC 313/NFSC 313.
",UG,Other,True,2019-2020,,,,"[' flavor', 'food', ' pig']"
/DASC 314,NFSC - Nutrition and Food Science (NFSC),Food Analysis,"
   Selected standard methods for assay of food components; principles and methodology of both classical and instrumental techniques for food analysis. Prerequisite: NFSC 201; NFSC 311/HORT 311; CHEM 227; CHEM 237 or approval of department head or instructor. Cross Listing: DASC 314/NFSC 314.
",UG,Lecture,True,2019-2020,,,,['food']
/AGSM 315,NFSC - Nutrition and Food Science (NFSC),Food Process Engineering Technology,"
   Elementary mechanics, physical and thermal properties of food and processing materials, heat transfer, mass and energy balances, psychrometrics (properties of air), insulation. Prerequisites: Grade of C or better in PHYS 201 or PHYS 218, or approval of instructor. Cross Listing: AGSM 315/NFSC 315.
",UG,Lecture,True,2019-2020,,,,['food']
NFSC 320,NFSC - Nutrition and Food Science (NFSC),Understanding Obesity: A Social and Scientific Challenge,"
   Perspectives of obesity in food science, nutrition, health and psychology; study of obesity factors in relation to genetics, exercise physiology and sociology with emphasis on food and nutrition. Prerequisites: Junior or senior classification or approval of instructor.
",UG,Lecture,False,2019-2020,,,,"['food', ' nutri', ' obesity ']"
NFSC 324,NFSC - Nutrition and Food Science (NFSC),Food Safety and Preventive Controls for Human Food,"
   Microbiological food spoilage, fermentation and safety; U.S. Food and Drug Administration (FDA) recognized curriculum for “preventive controls qualified individual” within the FDA Hazard Analysis and Risk‐based Preventive Controls for Human Food regulation. Prerequisites: Junior or senior classification or approval of instructor.
",UG,Lecture,False,2019-2020,,,,"[' FDA ', ' ferment', 'food', ' spoil']"
/ANSC 326,NFSC - Nutrition and Food Science (NFSC),Food Bacteriology,"
   Microbiology of human foods and accessory substances; raw and processed foods; physical, chemical and biological phases of spoilage; standard industry techniques of inspection and control. Prerequisite: Junior or senior classification or approval of instructor. Cross Listing: ANSC 326/NFSC 326.
",UG,Lecture,False,2019-2020,,,,"['food', ' spoil']"
/DASC 327,NFSC - Nutrition and Food Science (NFSC),Food Bacteriology Lab,"
   Laboratory to accompany NFSC 326/ANSC 326 or DASC 326. Cross Listing: DASC 327/NFSC 327.
",UG,Other,True,2019-2020,,,,['food']
NFSC 330,NFSC - Nutrition and Food Science (NFSC),Dairy and Food Technology,"
   Principles and practices involved in processing of milk into market milk, butter, cheese and cheese foods; fundamental principles of these processes as related to their design and control.
",UG,Lecture,True,2019-2020,,,,"['butter', 'cheese', ' dairy ', 'food', ' milk ']"
NFSC 331,NFSC - Nutrition and Food Science (NFSC),Dairy and Food Technology,"
   Manufacture of frozen, freeze-dehydrated, concentrated and dehydrated dairy foods; fundamental aspects of freezing, concentration and dehydration of foods. Prerequisite: NFSC 330 or approval of department head.
",UG,Lecture,True,2019-2020,,,,"[' dairy ', 'food', 'freez']"
NFSC 365,NFSC - Nutrition and Food Science (NFSC),Nutritional Physiology of Vitamins and Minerals,"
   Fundamental nutritional significance of fat soluble and water soluble vitamins and minerals to human metabolism, cell biology and physiology; micro-nutrient groups as per metabolic function or biochemical and physiological actions; important dietary sources, absorption, storage, metabolism, (bio)chemistry, deficiency and toxicity of individual nutrients in this context and basis of DRIs. Prerequisites: NFSC 203 and NFSC 301; junior or senior classification.
",UG,Lecture,False,2019-2020,,,,"[' diet', ' metaboli', ' nutri', ' vitamin']"
NFSC 401,NFSC - Nutrition and Food Science (NFSC),Food Product Development,"
   Design and develop food products using principles of food chemistry, food processing, nutrition, sensory analysis and statistics; team collaborate to improve food product characteristics to meet the needs of a changing society. Prerequisites: NFSC 201, NFSC 311/HORT 311, NFSC 312/DASC 312, NFSC 313/DASC 313, NFSC 314/DASC 314, NFSC 315/AGSM 315, NFSC 326/ANSC 326, or concurrent enrollment; senior classification or approval of instructor.
",UG,Lecture,True,2019-2020,,,,"['food', ' nutri']"
NFSC 404,NFSC - Nutrition and Food Science (NFSC),Nutrition Assessment and Planning,"
   Examines the methods of determining the nutritional status of individuals, dietary assessment techniques, planning nutritional care including diet modification and nutrition counseling.Prerequisites: NFSC 203, NFSC 211 and NFSC 301; junior classification or approval of department head.
",UG,Lecture,False,2019-2020,,,,"[' diet', ' nutri']"
/POSC 405,NFSC - Nutrition and Food Science (NFSC),Egg and Poultry Meat Processing,"
   Principles of egg and poultry meat processing, understanding egg and poultry meat markets, egg and meat grading, product safety, packaging and consumer acceptance of shell eggs and poultry meat, specifically turkey and broilers.  Prerequisites: Junior or senior classification or approval of instructor. Cross Listing: POSC 405/NFSC 405.
",UG,Lecture,False,2019-2020,,,,"['broiler', ' egg', ' meat', ' poultry ', ' turkey']"
/POSC 406,NFSC - Nutrition and Food Science (NFSC),Poultry Further Processing,"
   Science and practice of value-added products; physical, chemical, microbiological and functional characteristics of value-added poultry products as they affect consumer acceptance, efficiency of production and regulatory approval. Prerequisites: CHEM 222; DASC 326 or NFSC 326/ANSC 326; POSC 309; POSC 405/NFSC 405; junior or senior classification or approval of instructor. Cross Listing: POSC 406/NFSC 406.
",UG,Lecture,True,2019-2020,,,,[' poultry ']
NFSC 407,NFSC - Nutrition and Food Science (NFSC),Nutrition Care and Therapy,"
   Application of the Nutrition Care Process for clinical diagnoses and conditions; planning of nutritional care plans for complex patients, including the formulation and planning for enteral and parenteral nutrition support. Prerequisites: NFSC 203, NFSC 211, NFSC 301 and NFSC 404; junior classification; dietetics track; or approval of instructor.
",UG,Lecture,True,2019-2020,,,,"[' diet', ' nutri']"
NFSC 410,NFSC - Nutrition and Food Science (NFSC),Nutritional Pharmacometrics of Food Compounds,"
    Nutritional pharmacokinetics and pharmacodynamics of food compounds; specific examples of toxicological and pharmacological effects of food compounds. Prerequisites: NFSC 201, NFSC 202, NFSC 203, CHEM 222, or CHEM 227, or approval of instructor; junior or senior classification.
",UG,Lecture,False,2019-2020,,,,"['food', ' nutri']"
NFSC 412,NFSC - Nutrition and Food Science (NFSC),Nutritional Treatment of Disease,"
   Nutritional intervention in pathological conditions, based on biochemical, physiological and psychological effects of disease state; current research in clinical nutrition. Prerequisites: NFSC 203; NFSC 301, BIOL 319 and BICH 410, or concurrent enrollment; senior classification or approval of instructor.
",UG,Lecture,False,2019-2020,,,,[' nutri']
/AGSM 417,NFSC - Nutrition and Food Science (NFSC),Food Process Engineering Technology II,"
    Applications of basic engineering concepts to understand common unit operations in the food (and related) industry. Prerequisites: AGSM 315/NFSC 315 or NFSC 315/AGSM 315. Cross Listing: AGSM 417/NFSC 417.
",UG,Lecture,False,2019-2020,,,,['food']
NFSC 420,NFSC - Nutrition and Food Science (NFSC),Supervised Research in Mediterranean Nutrition and Food Processing in Italy,"
  Exploration of principles of Mediterranean diet, European nutrition regulatory aspects, wine-making and food processing in Italy. Prerequisites: NFSC 201, NFSC 202, or NFSC 203; must be 18 years of age; class and tours taught in English; priority given to majors in FSTC or NUTR.
",UG,Other,False,2019-2020,,,,"[' diet', 'food', ' nutri', ' wine']"
NFSC 422,NFSC - Nutrition and Food Science (NFSC),Food Processing for Sustainable Nutrition in Brazil,"
  Sustainable nutrition and food processing in Brazil; hands-on learning at the Federal University of Vicosa, the Amazon Biotechnology Center, food processing plants and other research centers in the Amazon, central Brazil and Rio De Janeiro. Prerequisites: NFSC 201, NFSC 202, or NFSC 203; must be 18 years of age; class and tours taught in English; priority given to majors in FSTC or NUTR.
",UG,Other,False,2019-2020,,,,"['food', ' nutri']"
NFSC 430,NFSC - Nutrition and Food Science (NFSC),Community Nutrition,"
   Principles of assessing nutrition problems in populations and planning nutrition programs to promote health in communities including nutrition education and food and nutrition policy; introduction to food and nutrition assistance programs. Prerequisites: NFSC 203 and NFSC 301; junior or senior classification.
",UG,Lecture,False,2019-2020,,,,"['food', ' nutri']"
NFSC 440,NFSC - Nutrition and Food Science (NFSC),Therapeutic Microbiology: Probiotics and Related Strategies,"
   Topics relevant to alimentary (gastrointestinal) microbiology including (i) the ""normal"" intestinal microbiota; (ii) probiotic and prebiotic nutritional supplements; (iii) recombinant pharmabiotics; (iv) gut-associated lymphoid tissue and mucosal immunity; (v) foodborne gastrointestinal pathogens; and (vi) fermented products as functional foods. Prerequisites: Undergraduate survey course in microbiology or approval of instructor; junior or senior classification.
",UG,Lecture,False,2019-2020,,,,"[' ferment', 'food', 'gastro', ' nutri']"
NFSC 444,NFSC - Nutrition and Food Science (NFSC),Fundamentals of Food Law,"
   History, development of, and fundamental principles behind current food regulations, including food labeling, adulteration, food safety, food additives, dietary supplements, and import and export laws; overview of government agency jurisdiction, international law and ethics. Prerequisite: NFSC 201; junior or senior classification.
",UG,Lecture,False,2019-2020,,,,"[' diet', 'food']"
/HORT 446,NFSC - Nutrition and Food Science (NFSC),Commercial Fruit and Vegetable Processing,"
   Pilot plant and laboratory operations pertaining to processed fruits, vegetables and beverages; new product development emphasized via individual laboratory projects. Prerequisite: NFSC 311/HORT 311. Cross Listing: HORT 446/NFSC 446.
",UG,Lecture,True,2019-2020,,,,"[' fruit', ' vegetable']"
NFSC 450,NFSC - Nutrition and Food Science (NFSC),Nutrition and Metabolism of Minerals,"
   The role of minerals in living systems and the exploration of their multitude of functions; chemical properties of minerals and how that relates to function in cells and tissues; consequences of mineral deficiencies based on known functions; insight into experimental approaches used to assess minerals in a living environment. Prerequisite: NFSC 203, BICH 303, or BICH 410, or approval of instructor.
",UG,Lecture,False,2019-2020,,,,"[' metaboli', ' nutri']"
/ANSC 457,NFSC - Nutrition and Food Science (NFSC),Hazard Analysis and Critical Control Point System,"
   Hazard Analysis and Critical Control Point (HACCP) principles specifically related to meat and poultry; microbiological and process overviews; good manufacturing practices and standard operating procedures development. Prerequisite: NFSC 326/ANSC 326 or approval of instructor. Cross Listing: ANSC 457/NFSC 457.
",UG,Lecture,False,2019-2020,,,,[' meat']
NFSC 469,NFSC - Nutrition and Food Science (NFSC),Experimental Nutrition Laboratory,"
   Investigation of tools and molecular techniques used in studies of nutrition and metabolism (e.g. obesity, diabetes, cardiovascular disease, etc.); didactic and hands-on laboratory components; includes model systems, measurements of energy balance, body composition, RNA and protein analyses. Prerequisites: Junior or senior classification or approval of instructor.
",UG,Lecture,True,2019-2020,,,,"[' metaboli', ' nutri', ' protein']"
/ANSC 470,NFSC - Nutrition and Food Science (NFSC),Quality Assurance for the Food Industry,"
   Principles of food system process control including statistical process control (SPC) and the tools required to assure uniform communication and understanding of quality assurance systems. Prerequisite: Junior or senior classification. Cross Listing: ANSC 470/NFSC 470.
",UG,Lecture,False,2019-2020,,,,['food']
