Department,Course Catalogue Number,Course Name,Description,Graduate/Undergraduate,Lab,Year,Keywords
Veterinary Medicine (VMED),VMED 7354,  Infectious Diseases I,"mal diseases caused by bacteria, fungi and viruses will be covered on a system basis. Mechanisms of infectious disease processes and the relationship of such processes to disease development, diagnosis, treatment and control. The relationship of zoonotic diseases to community and environmental health as well as important zoonoses. Course previously offered as VMED 7350. Additional flat fee of $75.00 applies.      Prerequisite(s): Second-year standing in College of Veterinary Medicine.",,FALSE,2017-2018,"['fungi', ' zoonotic ']"
Veterinary Medicine (VMED),VMED 7401,  Introduction to Beef Production Medicine,"ill provide students with an understanding of the beef production industry in the United States. Students will gain an understanding of the importance of beef production to the US and global food production, the structure and function of the US beef industry, and the role of a veterinarian in beef production medicine. The course will be a combination of lecture and discussion format. If possible, the course will also include field trips to visit examples of the various segments of the beef industry.    Prerequisite(s): Second-year or third-year standing in the College of Veterinary Medicine.    ",,FALSE,2017-2018,"[' beef', 'food']"
Veterinary Medicine (VMED),VMED 7413,  Food Safety and Public Health,"d skills for identifying, investigating and mitigating occurrences of disease outbreaks; introduction to zoonotic diseases; role veterinarians play in protecting public health; potential human health hazards in foods of animal origin. Course previously offered as VMED 5313.    Prerequisite(s):Second-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,"[' animal', 'food', ' zoonotic ']"
Veterinary Medicine (VMED),VMED 7502,  Ophthalmology,"diagnosis, medical and surgical treatment, and prevention of ophthalmic disease in small animal and equine patients. Course previously offered as VMED 7501.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7512,  Laboratory Animal Medicine,course focusing on the biology and major diseases of commonly used laboratory animals. Course previously offered as VMED 7721.    Prerequisite(s): Second or third-year standing in the College of Veterinary Medicine.,,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7522,  Small Animal Medical Diagnosis: Signs and Symptoms,"to clinical problem solving through application of a problem-oriented approach to clinical diagnosis. Discussion of major problems (clinical signs and symptoms) affecting animals, and the pathophysiology of each clinical sign, its differential diagnosis and symptomatic management. Review of key anatomical, pathological and immunological concepts learned in basic science courses. Course previously offered as VMED 5522.    Prerequisite(s): Second-or-third-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7531,  Avian Biology for Veterinarians,"an biology of value to veterinary students who will be treating birds in their practice or those planning to be active in raptor rehabilitation. Feather anatomy and molt; bill and claw anatomy; characteristics of the avian skeleton; weight saving adaptations; recondition atrophied flight muscles in raptors; anatomy of the digestive system; how birds breathe; avian aerodynamics; taste and olfaction in birds; reproductive biology; raptor natural history; identification, rehabilitation.    Prerequisite(s): Second- or third-year standing in the College of Veterinary Medicine.    ",,FALSE,2017-2018,"[' avian ', ' taste']"
Veterinary Medicine (VMED),VMED 7532,  Molecular Genetics,"n, purification, characterization, and application of biological macromolecules in therapeutics and diagnostics relevant to animal health. Course previously offered as VMED 5532.    Prerequisite(s): Second-or third-year or higher in good standing in the College of Veterinary Medicine.",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7541,  Introduction to Food Animal Production Systems," week-long field trip of food animal production operations in Oklahoma and Texas providing exposure to beef cattle, swine and dairy production industries. Includes group presentation of the experience.    Prerequisite(s): Second-year or third-year standing in the College of Veterinary Medicine.    ",,FALSE,2017-2018,"[' animal', ' beef', ' cattle', ' dairy ', 'food', ' swine']"
Veterinary Medicine (VMED),VMED 7542,  Clinical Endocrinology I,cal endocrinology addressing diagnostic endocrinology and therapeutic endocrinology. Diagnostic endocrinology shall examine the physiological and medical basis for selecting provocative or non-provocative testing procedures as an adjunct to completing a definitive diagnosis. Therapeutic endocrinology involves the use of diagnostic endocrinology to evaluate the efficacy of medical treatment of endocrinopathies and the medical use of hormonal preparations to control animal physiology or endocrinology and non-endocrine diseases.    Prerequisite(s): Second or third-year standing in the College of Veterinary Medicine.    ,,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7551,  Food Animal: Advanced Techniques,"is designed to give second year students the opportunity to learn how to perform some of the most commonly performed procedures in food animal medicine in regards to the modalities of treatment, diagnostics, herd health, local anesthesia and Pharmacology. One hour per week will be spent as formal lecture to provide some theory for the procedures and techniques to be performed during the laboratory periods. Classroom/Lab Supply & Materials Fee of $30.00 applies.  Prerequisite(s): Second-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,"[' animal', 'food']"
Veterinary Medicine (VMED),VMED 7562,  Avian and Exotic Pet Medicine,"nosis, management and treatment, prognosis, and prevention of diseases in avian and exotic pets. Introductory material provided to familiarize students with the species discussed and where clinically important; however, student understanding of the basic sciences required and assumed. Additional fee of $50.00 per credit hour applies. Course previously offered as VMED 5562.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,[' avian ']
Veterinary Medicine (VMED),VMED 7581,  Zoo and Wildlife Medicine,"d preventive management of captive zoo animals, veterinary care and rehabilitation of injured and orphaned free ranging wildlife.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.    ",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7632,  Exercise Physiology,edge base pertaining to the acute and chronic adaptations to exercise in domestic animals and current techniques for the evaluation and correction of poor performance. Previously offered as VMED 5632.    Prerequisite(s): Second-or-third-year standing in the College of Veterinary Medicine.,,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7651,  Equine Theriogeneology Laboratory,"to palpation, ultrasonographic examination and breeding preparation of the mare reproductive tract. Additional fee of $300.00 per credit hour applies.    Prerequisite(s): Third year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,['breed']
Veterinary Medicine (VMED),VMED 7661,  Infec Paras Dis Of Wild Animal,"proach to infectious and parasitic diseases affecting wild animals. Capture, restraint, and disease recognition in wild species, population management implications of disease diagnosis. Previously offered as VMED 5661.    Prerequisite(s): Second-or-third-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7671,  Clinical Endocrinology II,"cal endocrinology, focusing on endocrine diseases associated with (1) dysfunction of the endocrine pancreas, (2) selected endocrineopathies of the reproductive system, and (3) therapeutic use of hormones to control reproductive activity of animals.    Prerequisite(s): Second or third year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7681,  Advanced Neurology,"roblem oriented clinical diagnosis, management, treatment and prevention of small animal neurological diseases.    Prerequisite(s): Second or third year standing in the College of Veterinary Medicine.    ",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7682,"  Small Ruminant Production, Management, Medicine and Surgery","anagement, medical and surgical diseases of sheep, goats, and llamas used for production and companion animals. Previously offered as VMED 5682.    Prerequisite(s): Second or third-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,"[' animal', ' goat', ' rumina']"
Veterinary Medicine (VMED),VMED 7691,  A Focus on Zoonotic Diseases,"oonotic aspects of infectious diseases, including the transmission to man, incidence and prevalence, prevention and control strategies, assessment of risk, and governmental and regulatory aspects of these public health threats. Diseases of all veterinary species will be balanced according to various aspects of importance, ease of transmission, incidence, and other current concepts.    Prerequisite(s): Second or third year standing in the College of Veterinary Medicine or consent of instructor.   ",,FALSE,2017-2018,[' zoonotic ']
Veterinary Medicine (VMED),VMED 7701,  Small Animal Diagnostic Ultrasound,"on to diagnostic ultrasonography, basic physics of ultrasound production, transmission in tissues, image formation and common artifacts. Recognition of normal organs, organ function, and common diseases that can be diagnosed sonographically in small animals.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.   ",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7710,  Veterinary Study Abroad,"in international animal health activities having an educational component, either through didactic instruction, service learning, workshop participation, and others.    Offered for variable credit, 1-3 credit hours, maximum of 3 credit hours.    Prerequisite(s): Second or Third-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7711,  Problem-Based Opthalmology,"roblem-oriented discussions of small animal and equine ophthalmology cases. Key points in the case history, the significance of signalment in the diagnosis, clinical diagnosis, supportive diagnostic tests, and treatment. General discussion of the specific disease following the case discussion.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine. Case-based, problem-oriented discussions of small animal and equine ophthalmology cases.    ",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7731,  Advanced Small Animal Medicine I: Problem-Based Learning,"oblem oriented clinical diagnosis, management, treatment, and prevention of internal medicine diseases common to small animals. Small group format will meet one hour per week at a time determined by the individual groups. Previously offered as VMED 6531.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7732,  Advanced Oncology,"iagnosis, staging, and treatment of common neoplasms in small animal veterinary medicine. The course presents a systemic approach to the cancer patient, proper collection, submission, and evaluation of diagnostic samples, and development of rational therapeutic plans. Previously offered as VMED 6532.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7742,  Bovine Theriogenology Laboratory,hniques in cows. An elective restricted to students entering food animal practice. Classroom/Lab Supply & Materials Fee of $250.00 applies. Previously offered as VMED 7741.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.,,FALSE,2017-2018,"[' animal', 'bovine', ' cow', 'food']"
Veterinary Medicine (VMED),VMED 7791,  Case Studies in Small Animal Dermatology,ence/rounds on dermatology cases. Includes histopathology. Computer/multi-media applications will be used.     Prerequisite(s): Third-year standing in the College of Veterinary Medicine.   ,,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7822,  Food Animal Production Medicine,"imal agriculture and the veterinarian's present and future role in these enterprises. Cattle production is emphasized. Cycles of production, economics and health programs will be discussed. For students intending to enter mixed animal or exclusive food animal practices. Course previously offered as VMED 6622.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,"['agri', ' animal', ' cattle', 'food']"
Veterinary Medicine (VMED),VMED 7831,  Advanced Small Animal Medicine II: Problem-Based Learning,"roblem oriented clinical diagnosis, management, treatment, and prevention of internal medicine diseases common to small animals. Small group format will meet one hour weekly at a time determined by the individual groups. Course previously offered as VMED 6631.    Prerequisite(s): hird-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7841,  Food Animal Surgery,"ination and review of commonly utilized local anesthetic techniques, injectable anesthetic techniques, and surgical procedures in food animal practice. Major topics include digital, mammary, gastrointestinal, and urethral surgery as well as cesarean section. Course previously offered as VMED 6641.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,"[' animal', 'food', 'gastro']"
Veterinary Medicine (VMED),VMED 7861,  Cytology,"on to clinical diagnosis using cytology. Topics include sample collection, inflammatory lesions, neoplasia, lymph node cytology, respiratory washes, synovial fluids, and body cavity effusions. The course consists of lectures, multi-head microscope and individual microscope laboratories; cases will be predominantly small animals.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.   ",,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7871,  Advanced Equine Reproduction,"application of recent research in the breeding management, estrous cycle manipulation, and reproductive disease diagnosis and treatment of the mare. The stallion will be studied with respect to semen quality, endocrine-associated infertility, and breeding accidents and injuries. Course previously offered as VMED 6671.    Prerequisite(s): Third-year student in the veterinary medicine curriculum.",,FALSE,2017-2018,['breed']
Veterinary Medicine (VMED),VMED 7872,"  Special Surgical Problems and Techniques, Advanced Small Animal Orthopedics and Neurosurgery",surgical management of small animal orthopedic and neurological diseases. Lecture and laboratory format. Course previously offered as VMED 6672.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.,,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7891,  Equine Surgical Laboratory,niques directly supervised by the instructor. Fundamental enclosed surgical techniques. Abdominal procedures on live animals. Orthopedic procedures on cadavoric limbs. Course previously offered as VMED 6691.    Prerequisite(s): Third-year standing in the College of Veterinary Medicine.,,FALSE,2017-2018,[' animal']
Veterinary Medicine (VMED),VMED 7933,  Diagnostics,"in animal necropsy, clinical pathology, clinical parasitology, and other investigative methods to study diagnosis, prognosis, prevention, and treatment of animals. Additional fee of $25.00 per credit hour applies. Course previously offered as VMED 6733.    Prerequisite(s): Fourth-year standing in the College of Veterinary Medicine.",,FALSE,2017-2018,"[' animal', 'crop']"
Accounting (ACCT),ACCT 3183,  Agribusiness Accounting and Taxation,"f the ability to read, analyze and use accounting information to improve decision-making and tax planning. Same course as AGEC 3183.  Prerequisite(s): 60 semester credit hours, including ENGL 1113 and MATH 1483 or equivalent.",,FALSE,2017-2018,['agri']
Ag International (AGIN),AGIN 5000,  Master's Thesis/Report in International Agriculture,"working on a masters degree in International Agriculture. Independent research and thesis under the direction and supervision of a major professor.  Offered for variable credit, 1-6 credit hours, maximum of 6 credit hours.",,FALSE,2017-2018,['agri']
Ag International (AGIN),AGIN 5312,  Applied Issues in International Agriculture and Natural Resources,"l issues in international agriculture and natural resource development, including sustainability, food security, trade, project evaluation, and international agricultural institutions. Written and oral reports and discussion of selected topics. Previously offered as AG 5010.  Prerequisite(s): Graduate standing or consent of instructor.",,FALSE,2017-2018,"[' ag ', 'agri', 'food']"
Ag International (AGIN),AGIN 5333,  Guided Reading in International Agriculture and Natural Resources," of international agricultural development objectives, challenges, and solutions to the most critical problems facing the developing world's food and agricultural systems, through readings of a set of classic and contemporary books and constructing book reports.  Prerequisite(s): Graduate standing or consent of Instructor.  ",,FALSE,2017-2018,"['agri', 'food']"
Ag International (AGIN),AGIN 5353,  Advanced Case Studies in Agricultural Marketing and International Development," world issues in marketing and international development of agricultural and food products. Development of an understanding of issues facing policy makers, producers, consumers, and other groups in examining the costs and benefits of various international marketing, trade and development programs.   Prerequisite(s): Consent of Instructor.  ",,FALSE,2017-2018,"['agri', 'food']"
Ag International (AGIN),AGIN 5800,  International Agriculture Internship Experience,"ucting an international internship experience, under the direction and supervision of a faculty member. Previously offered as AG 5100.  Offered for variable credit, 1-6 credit hours, maximum of 12 credit hours.  Prerequisite(s): Graduate standing or consent of instructor.",,FALSE,2017-2018,"[' ag ', 'agri']"
Ag International (AGIN),AGIN 5990,  Advanced Studies in International Agriculture and Natural Resources,"small group study and/or research in international agriculture and natural resources.  Offered for variable credit, 1-12 credit hours, maximum of 15 credit hours.  Prerequisite(s): Consent of Instructor.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 2113,  Introduction to Agricultural Communications,of agricultural news writing and other communication methods. Careers in and the role of the media in agriculture and related fields.  Previously offered as AGCM 2103 and AGCM 4453.  Prerequisite(s): ENGL 1213 or 1413. Major in AGCM or consent of instructor.,,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 3100,  Special Topics in Agricultural Communications,"of specialized and/or advanced topics and issues related to agricultural communications. Previously offered as AGCM 3101.  Offered for variable credit, 1-3 credit hours, maximum of 6 credit hours.  Prerequisite(s): Consent of instructor.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 3103,  Written Communications in Agricultural Sciences and Natural Resources,"and application of writing principles and communications theory as related to public issues in agriculture, food and natural resources.   Prerequisite(s): ENGL 1213; College of Agricultural Sciences and Natural Resources student.",,FALSE,2017-2018,"['agri', 'food']"
Agricultural Communications (AGCM),AGCM 3113,  Writing and Editing for Agricultural Publications,"reporting, writing, and editing for agricultural publications.  Prerequisite(s): AGCM 2113 with a grade of ""C"" or better; major in agricultural communications.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 3123,  New Media in Agricultural Communications,"nd application of emerging media technologies for agricultural communicators as used in promoting, marketing and communicating about agriculture, food, natural resources and the environment.  Prerequisite(s): Grade of ""C"" or better in AGCM 2113 and AGCM 3233 or AGCM 4233.",,FALSE,2017-2018,"['agri', 'food']"
Agricultural Communications (AGCM),AGCM 3203,  Oral Communications in Agricultural Sciences & Natural Resources ,"f oral communications skills used in the dissemination of information related to agricultural sciences and natural resources, and related topics.  Acquisition of interpersonal communications skills and small group, impromptu and professional presentation skills.  Prerequisite(s): Student in the College of Agricultural Sciences and Natural Resources.    ",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 3213,  Layout and Design for Agricultural Publications,"of layout and design as applied to agricultural publications. Practical application of design principles, typography, design software and printing practices.   Prerequisite(s): AGCM 2113 with a ""C"" or better; major in agricultural communications.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 3223,  Web Design for Agricultural Organizations,"nd management of websites for organizations and businesses in agriculture, food and natural resources. Practical application of theory and skills related to graphic design, computer software, writing, editing and project management.   Prerequisite(s): AGCM 2113 and AGCM 3213 with a ""C"" or better; major in agricultural communications.",,FALSE,2017-2018,"['agri', 'food']"
Agricultural Communications (AGCM),AGCM 3233,  Basic Photography and Photo Editing for Agriculture,"rse focusing on photographic equipment, related software and photo composition in an agricultural setting.  Prerequisite(s): AGCM 2113 with a ""C"" or better; major in agricultural communications.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 3503,  Issues Management and Crisis Communications in Agriculture and Natural Resources,"erspectives and practical applications of issues management, crisis management, and crisis communications principles. Development of knowledge, skills, and abilities necessary for identifying and managing issues faced by organizations; leading organizations through crises; and communicating before, during and after crisis.   Prerequisite(s): AGCM 2113 and an oral communications course.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 4113,  Features Writing and Editing for Agricultural Publications,", researching, interviewing, developing, writing and editing feature stories for agricultural publications.  Prerequisite(s): AGCM 3113 with a grade of ""C"" or better; major in agricultural communications or consent of instructor.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 4203,  Professional Development in Agricultural Communications,"preparation and personal development for careers in agricultural communications, including business communications writing, resume and portfolio development, presentation delivery, financial planning and management, networking, and job interview skills.   Prerequisite(s): AGCM 2113 with a ""C"" or better; major in agricultural communications.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 4233,  Agricultural Photography Tour,"photography travel course focused on advanced composition techniques including but not limited to night photography, portraits, painting, etc. Students will be exposed to many cultural and agricultural sites from a photographic perspective. No credit for students with credit in AGCM 5233.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 4300,  Internships in Agricultural Communications,"rk experience with approved employers in agricultural communications. Presentation required following the internship experience. Previously offered as AGCM 4500.  Offered for variable credit, 1-6 credit hours, maximum of 6 credit hours.  Prerequisite(s): Consent of internship coordinator and adviser.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 4403,  Planning Campaigns for Agriculture and Natural Resources,"s campaign development for agriculture and natural resources activities and issues, including development of materials, budgets and contracts.  Prerequisite(s): AGCM 3113 and AGCM 3213 with a ""C"" or better; major in agricultural communications.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 4413,  Agricultural Communications Capstone,"nt of an agricultural magazine through advanced feature writing and editing, page layout, graphic design, photography, and sponsor communications as well as an understanding of the printing process.  Prerequisite(s): AGCM 3213 and AGCM 3233 or AGCM 4233, and AGCM 4113 with a ""C"" or better; senior or graduate standing in agricultural communications.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 4990,  Problems in Agricultural Communications,nd individual study and research in problems relating to communications within the agricultural sector and from the agricultural sector to other constituencies.  Prerequisite(s): Consent of instructor.     ,,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 5100,  Special Topics in Agricultural Communications,"of specialized and/or advanced topics and issues related to agricultural communications.  Offered for variable credit, 1-3 credit hours, maximum of 6 credit hours.  Prerequisite(s): Consent of instructor.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 5101,"  Orientation to Graduate Programs in Agricultural Education, Communications and Leadership","o graduate programs in agricultural education and communication including degree expectation, understanding scholarship, orientation to the discipline, introduction to research agendas, and identification of support systems. Same course as AGED 5101.  Prerequisite(s): Graduate standing.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 5103,  History and Philosophical Foundations of Agricultural Communications," the history, philosophical foundations and current issues regarding agricultural communications and the land-grant system.  Prerequisite(s): Graduate standing.     ",,FALSE,2017-2018,"['agri', 'land']"
Agricultural Communications (AGCM),AGCM 5132,  Writing for Scholarly Publications in Agricultural Sciences and Natural Resources,"f scientific writing skills for agricultural sciences and natural resources disciplines, including research proposals, theses, dissertations, conference papers, and journal articles.   ",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 5203,  Theory and Practice in Agricultural Communications,major communication theories and theorists in the context of agricultural communications.  Prerequisite(s): Graduate standing.    ,,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 5213,  Advanced Concepts in Agricultural Publishing,"esign and creation of agricultural publications. Evaluation of audience, production, advertising and editorial content.  Prerequisite(s): Graduate standing.   ",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 5233,  Agricultural Photography Tour,"photography travel course focused on advanced composition techniques including but not limited to night photography, portraits, painting, etc. Students will be exposed to many cultural and agricultural sites from a photographic perspective. No credit for students with credit in AGCM 4233.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 5303,  Communicating Ethical Issues in Agriculture,on to communicating ethical theories in the context of agriculture. Ethical theory and current research are used to critique contemporary issues in agriculture.  Prerequisite(s): Graduate standing.     ,,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 5403,  Public Relations Campaigns in Agricultural Sciences and Natural Resources,"ons campaign development for agriculture and natural resources organizations and issues, including public relations theory, strategic planning and campaign material development. No credit for students with credit in AGCM 4403.  Prerequisite (s): AGCM 5213.",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 5503,  Disaster Management and Communication in Agricultural Sciences and Natural Resources,"f disaster management and communication skills and knowledge, with special application to agricultural sciences and natural resources disaster and terrorism situations.  ",,FALSE,2017-2018,['agri']
Agricultural Communications (AGCM),AGCM 5990,  Advanced Studies in Agricultural Communications,"d small group study or research in agricultural communications topics and issues.  Offered for variable credit, 1-6 credit hours, maximum of 6 credit hours.  Prerequisite(s): Consent of supervising professor.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 1101,  Agricultural Economics and Agribusiness Experience,"nnections between the student’s major curriculum, career goals specific to agricultural economics or agribusiness, and networking with other students, faculty, and alumni.  ",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 1113,  Introduction to Agricultural Economics ,"ry of production, marketing, and consumption of agricultural products and natural resources. The role and structure of agricultural sciences and natural resources within the American economy. Policies to achieve efficiency and welfare goals in agriculture. No general education credit for students also taking ECON 1113 or ECON 2103. Previously offered as AGEC 1114.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 2303,  Food Marketing to a Diverse Population ,"rage demand and preferences of socially and ethnically constructed groups in American Society. Real life issues of marketing to a diverse population, including Native, Asian, African, and Hispanic Americans, and low-income populations.  ",,FALSE,2017-2018,['food']
Agricultural Economics (AGEC),AGEC 2313,  Case Studies in Agricultural Trade and Development ,"sues in international trade and development of agricultural and food products. Development of an understanding of issues facing policymakers, producers, consumers, and other groups in examining the costs and benefits of various trade and development programs.  Prerequisite(s): A course in economics or marketing.  ",,FALSE,2017-2018,"['agri', 'food']"
Agricultural Economics (AGEC),AGEC 2990,  Problems in Agricultural Economics and Agribusiness,"y on topics related to agricultural economics or agribusiness.  Offered for variable credit, 1-3 credit hours, maximum of 6 credit hours.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 3010,  Internship in Agricultural Economics,"rk experience with approved public and private employers in agricultural economics, including banks, farm credit services, agriculture chemical firms, Soil Conservation Service, congressional offices and other opportunities. Credit will not substitute for required courses. Graded on a pass-fail basis.  Offered for variable credit, 1-3 credit hours, maximum of 3 credit hours.  Prerequisite(s): Approval of internship committee and adviser .",,FALSE,2017-2018,"['agri', 'farm', ' soil']"
Agricultural Economics (AGEC),AGEC 3101,  Professional Career Development,"he various areas of specialization within agricultural economics and agribusiness and their associated career opportunities and obligations. Development and improvement of written communication, oral communication and leadership skills. Previously offered as AGEC 4902.  Prerequisite(s): Junior standing and agricultural economics or agribusiness major status.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 3183,  Agribusiness Accounting and Taxation,"f the ability to read, analyze, and use accounting information to improve decision-making and tax planning.  Same course as ACCT 3183.  Prerequisite(s): 60 semester credit hours, including ENGL 1113 and MATH 1513 or equivalent.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 3213,  Quantitative Methods in Agricultural Economics,"hics, budgeting, interest calculations, compounding and discounting, basic statistic measures, regression, optimization and computer applications.  Prerequisite(s): AGEC 1113 or ECON 2103, and STAT 2023 or equivalent.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 3323,  Agricultural Product Marketing and Sales,"of agricultural marketing management and planning applied to specific agricultural product (input and output) marketing problems. Institutional differences between agricultural and non-agricultural marketing environments. The role of the individual sales representative in a marketing and sales organization. Written and oral presentations of marketing and sales information required of all students. Previously offered as AGEC 4313.  Prerequisite(s): AGEC 1113 or ECON 2103, and ENGL 1113.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 3333,  Agricultural Marketing and Price Analysis,"d, and price determination within the institutional environment of agricultural commodity markets. The roles provided by government intervention, marketing agreements, and cooperatives in agricultural markets. Some graphical analysis of commodity market data. Fundamentals of futures markets applied to agriculture. Course previously offered as AGEC 3303.  Prerequisite(s): AGEC 3213 or concurrent enrollment.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 3403,  Agricultural Small Business Management,"s of operating an agricultural small business. An introduction to the planning, organizing, marketing, managing, financing, controlling and operating an agricultural small business. Not recommended for agricultural economics or agribusiness majors. No credit for students with prior credit in 4423.  Prerequisite(s): AGEC 1113 or ECON 2103, and ACCT 2103 or ACCT 3183 or AGEC 3183.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 3423,  Farm and Agribusiness Management,"of managerial functions as applied to agricultural firms. Organization and management of human, financial, and physical assets for the profitable operation of an agricultural business. An introduction to business planning, enterprise budgeting, financial statements and record keeping. Previously offered as AGEC 3413.  Prerequisite(s): AGEC 1113 or ECON 2103, and ACCT 2103 or ACCT 3183 or AGEC 3183.",,FALSE,2017-2018,"['agri', 'farm']"
Agricultural Economics (AGEC),AGEC 3463,  Agricultural Cooperatives,"of the fundamental principles, objectives, structure, finance, and management associated with the cooperative organization. An analysis of the cooperative business organization within the modern economy: history, legislation and evolution. An examination of careers related to cooperatives. Previously offered as AGEC 3313.  Prerequisite(s): AGEC 1113 or ECON 2103.",,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 3503,  Natural Resource Economics,"analyzing natural resource management decisions. Applications of microeconomic theory to the management of soil, water, and other resources, with special emphasis on the institutions having an impact on management opportunities. Supply of and demand for natural resources, resource allocation over time, rights of ownership, public issues of taxation, police power and eminent domain.  Prerequisite(s): AGEC 1113 or ECON 2103.",,FALSE,2017-2018,[' soil']
Agricultural Economics (AGEC),AGEC 3603,  Agricultural Finance,and agribusiness financial statements. Understand the relationship between firm growth and financial leverage. Time value of money concepts and their application to capital budgeting. Discuss how agricultural lenders acquire and use funds.  Prerequisite(s): AGEC 3213 and AGEC 3423.,,FALSE,2017-2018,['agri']
Agricultural Economics (AGEC),AGEC 3703,  Issues in Agricultural Policy,es related to agricultural policy in the United States.  Prerequisite(s): AGEC 1113 or ECON 2103.,,FALSE,2017-2018,['agri']
